0 0x7f9654f05e20
0.01 0x7f9654f05e20
0.02 0x7f9654f05e20
0.03 0x7f9654f05e20
0.04 0x7f9654f05e20
0.05 0x7f9654f05e20
0.06 0x7f9654f05e20
0.07 0x7f9654f05e20
0.08 0x7f9654f05e20
0.09 0x7f9654f05e20
0.1 0x7f9654f05e20
0.11 0x7f9654f05e20
0.12 0x7f9654f05e20
0.13 0x7f9654f05e20
0.14 0x7f9654f05e20
0.15 0x7f9654f05e20
0.16 0x7f9654f05e20
0.17 0x7f9654f05e20
0.18 0x7f9654f05e20
0.19 0x7f9654f05e20
0.2 0x7f9654f05e20
0.21 0x7f9654f05e20
0.22 0x7f9654f05e20
0.23 0x7f9654f05e20
0.24 0x7f9654f05e20
0.25 0x7f9654f05e20
0.26 0x7f9654f05e20
0.27 0x7f9654f05e20
0.28 0x7f9654f05e20
0.29 0x7f9654f05e20
0.3 0x7f9654f05e20
0.31 0x7f9654f05e20
0.32 0x7f9654f05e20
0.33 0x7f9654f05e20
0.34 0x7f9654f05e20
0.35 0x7f9654f05e20
0.36 0x7f9654f05e20
0.37 0x7f9654f05e20
0.38 0x7f9654f05e20
0.39 0x7f9654f05e20
0.4 0x7f9654f05e20
0.41 0x7f9654f05e20
0.42 0x7f9654f05e20
0.43 0x7f9654f05e20
0.44 0x7f9654f05e20
0.45 0x7f9654f05e20
0.46 0x7f9654f05e20
0.47 0x7f9654f05e20
0.48 0x7f9654f05e20
0.49 0x7f9654f05e20
0.5 0x7f9654f05e20
0.51 0x7f9654f05e20
0.52 0x7f9654f05e20
0.53 0x7f9654f05e20
0.54 0x7f9654f05e20
0.55 0x7f9654f05e20
0.56 0x7f9654f05e20
0.57 0x7f9654f05e20
0.58 0x7f9654f05e20
0.59 0x7f9654f05e20
0.6 0x7f9654f05e20
0.61 0x7f9654f05e20
0.62 0x7f9654f05e20
0.63 0x7f9654f05e20
0.64 0x7f9654f05e20
0.65 0x7f9654f05e20
0.66 0x7f9654f05e20
0.67 0x7f9654f05e20
0.68 0x7f9654f05e20
0.69 0x7f9654f05e20
0.7 0x7f9654f05e20
0.71 0x7f9654f05e20
0.72 0x7f9654f05e20
0.73 0x7f9654f05e20
0.74 0x7f9654f05e20
0.75 0x7f9654f05e20
0.76 0x7f9654f05e20
0.77 0x7f9654f05e20
0.78 0x7f9654f05e20
0.79 0x7f9654f05e20
0.8 0x7f9654f05e20
0.81 0x7f9654f05e20
0.82 0x7f9654f05e20
0.83 0x7f9654f05e20
0.84 0x7f9654f05e20
0.85 0x7f9654f05e20
0.86 0x7f9654f05e20
0.87 0x7f9654f05e20
0.88 0x7f9654f05e20
0.89 0x7f9654f05e20
0.9 0x7f9654f05e20
0.91 0x7f9654f05e20
0.92 0x7f9654f05e20
0.93 0x7f9654f05e20
0.94 0x7f9654f05e20
0.95 0x7f9654f05e20
0.96 0x7f9654f05e20
0.97 0x7f9654f05e20
0.98 0x7f9654f05e20
0.99 0x7f9654f05e20
1 0x7f9654f05e20
1.01 0x7f9654f05e20
1.02 0x7f9654f05e20
1.03 0x7f9654f05e20
1.04 0x7f9654f05e20
1.05 0x7f9654f05e20
1.06 0x7f9654f05e20
1.07 0x7f9654f05e20
1.08 0x7f9654f05e20
1.09 0x7f9654f05e20
1.1 0x7f9654f05e20
1.11 0x7f9654f05e20
1.12 0x7f9654f05e20
1.13 0x7f9654f05e20
1.14 0x7f9654f05e20
1.15 0x7f9654f05e20
1.16 0x7f9654f05e20
1.17 0x7f9654f05e20
1.18 0x7f9654f05e20
1.19 0x7f9654f05e20
1.2 0x7f9654f05e20
1.21 0x7f9654f05e20
1.22 0x7f9654f05e20
1.23 0x7f9654f05e20
1.24 0x7f9654f05e20
1.25 0x7f9654f05e20
1.26 0x7f9654f05e20
1.27 0x7f9654f05e20
1.28 0x7f9654f05e20
1.29 0x7f9654f05e20
1.3 0x7f9654f05e20
1.31 0x7f9654f05e20
1.32 0x7f9654f05e20
1.33 0x7f9654f05e20
1.34 0x7f9654f05e20
1.35 0x7f9654f05e20
1.36 0x7f9654f05e20
1.37 0x7f9654f05e20
1.38 0x7f9654f05e20
1.39 0x7f9654f05e20
1.4 0x7f9654f05e20
1.41 0x7f9654f05e20
1.42 0x7f9654f05e20
1.43 0x7f9654f05e20
1.44 0x7f9654f05e20
1.45 0x7f9654f05e20
1.46 0x7f9654f05e20
1.47 0x7f9654f05e20
1.48 0x7f9654f05e20
1.49 0x7f9654f05e20
1.5 0x7f9654f05e20
1.51 0x7f9654f05e20
1.52 0x7f9654f05e20
1.53 0x7f9654f05e20
1.54 0x7f9654f05e20
1.55 0x7f9654f05e20
1.56 0x7f9654f05e20
1.57 0x7f9654f05e20
1.58 0x7f9654f05e20
1.59 0x7f9654f05e20
1.6 0x7f9654f05e20
1.61 0x7f9654f05e20
1.62 0x7f9654f05e20
1.63 0x7f9654f05e20
1.64 0x7f9654f05e20
1.65 0x7f9654f05e20
1.66 0x7f9654f05e20
1.67 0x7f9654f05e20
